CPU Mark,GPU Mark,Monitor,Width,Height,RAM,Storage Amount,Weight,Encoded_Brand,Price,Encoded_OS
16980,2690,15.6,1920,1080,16.0,512.0,1.6,11,849.0,6
20886,1239,15.6,1920,1020,32.0,1024.0,2.09,11,2174.83,5
2527,324,14.0,1366,768,8.0,64.0,1.5,16,249.0,6
8473,12961,15.6,1920,1080,8.0,256.0,2.32,1,703.0,6
23728,12961,15.6,1920,1200,32.0,2000.0,3.64,11,2010.85,6
44977,38874,17.3,2560,1440,64.0,1024.0,3.64,16,3699.0,6
14812,1476,15.6,1366,768,64.0,500.0,3.64,11,804.17,5
17229,17089,15.6,1920,1080,16.0,512.0,1.8,23,1349.0,6
2947,2690,15.6,1920,1080,12.0,512.0,1.68,21,979.0,5
2350,19560,15.6,2560,1440,16.0,1024.0,1.84,1,1279.98,5
1176,1476,14.0,1366,768,8.0,256.0,2.0,16,232.98,5
23276,4253,15.6,1920,1080,16.0,256.0,1.8,11,977.57,5
13775,6020,16.0,1920,1200,64.0,4096.0,1.87,11,1949.0,6
29690,12961,16.0,1920,1200,16.0,2048.0,1.8,4,1619.0,6
24971,2690,17.3,1920,1080,32.0,1024.0,2.55,16,1449.0,6
28003,19560,15.6,1920,1080,16.0,1024.0,2.16,21,1399.0,5
13554,2690,15.6,1920,1080,8.0,512.0,1.77,1,709.0,6
6132,1476,14.0,1920,1080,20.0,1024.0,1.5,21,401.84,6
23728,12961,15.6,1920,1200,16.0,2000.0,3.64,11,1971.58,6
16980,4253,14.0,1920,1080,8.0,256.0,2.5,11,1076.16,6
18462,2040,15.6,1920,1080,16.0,1024.0,1.79,16,909.0,5
12421,4253,14.0,2560,1600,32.0,1024.0,1.0,20,1796.99,6
3451,1476,12.5,1366,768,8.0,512.0,1.27,16,290.98,5
17441,2690,15.6,1920,1080,8.0,512.0,1.68,1,549.0,5
20753,12961,15.6,1920,1080,16.0,512.0,2.1,23,959.21,6
8473,12961,15.6,1920,1080,8.0,256.0,2.32,1,899.0,5
14043,1476,14.0,1920,1080,32.0,256.0,1.3,11,1299.0,6
9970,2690,13.3,1366,768,8.0,256.0,1.5,11,449.99,5
28003,2690,16.0,2560,1600,32.0,1024.0,1.71,11,1439.0,5
28003,8274,15.6,1920,1200,64.0,2048.0,1.91,11,2229.0,5
28003,7320,15.6,1920,1080,16.0,512.0,2.4,21,1349.0,6
26454,1476,14.0,1920,1080,32.0,1000.0,3.64,11,1097.24,6
9891,2690,15.6,1920,1080,16.0,512.0,2.81,4,699.99,0
20753,25351,15.6,3840,2160,16.0,1024.0,2.09,23,1499.49,5
6132,1476,15.6,1366,768,20.0,512.0,1.85,21,440.0,6
9173,4253,14.0,1920,1080,8.0,1000.0,1.36,28,599.99,6
44977,38874,17.3,2560,1440,32.0,8192.0,2.8,16,4339.0,5
23062,1476,15.0,1920,1080,16.0,512.0,1.41,11,970.19,5
28523,22459,16.0,2560,1600,64.0,2048.0,2.27,11,2269.0,6
17093,7868,15.6,1920,1080,8.0,256.0,3.13,21,608.0,6
26423,17089,15.6,2560,1440,16.0,512.0,5.0,21,1759.0,6
19333,2690,14.0,2560,1600,16.0,512.0,2.95,4,1199.99,6
3122,12961,17.0,1920,1200,64.0,4096.0,2.32,11,2335.99,6
17229,2690,16.0,1920,1200,16.0,512.0,2.27,11,909.0,6
9891,2690,14.0,1920,1080,8.0,512.0,1.36,21,599.99,6
23062,1042,13.5,2256,1504,8.0,256.0,1.25,25,940.0,5
16506,2040,15.6,1920,1080,16.0,512.0,1.64,11,459.0,6
23728,2438,15.6,1920,1080,16.0,256.0,3.64,11,1796.82,6
5641,1476,14.0,1920,1080,12.0,500.0,2.5,17,392.99,6
23276,22459,15.6,1920,1080,32.0,1024.0,2.0,4,1649.0,5
28003,13772,17.0,1920,1200,32.0,512.0,3.64,11,2594.61,6
9891,2690,15.6,1920,1080,16.0,512.0,1.68,11,459.92,6
9891,2690,14.0,1920,1080,8.0,512.0,1.7,1,599.0,6
28523,17089,16.1,2560,1440,16.0,2048.0,1.76,16,2119.99,5
17229,4253,15.6,1920,1080,32.0,1000.0,1.83,16,949.99,6
2010,298,13.3,1920,1080,8.0,256.0,1.54,11,468.0,5
12421,2690,14.0,1920,1080,32.0,1024.0,1.25,20,1799.0,6
20356,17089,14.0,1920,1080,16.0,512.0,1.65,4,932.99,6
101,4253,14.0,1366,768,4.0,64.0,1.5,16,189.0,6
23728,27324,15.6,1920,1080,16.0,512.0,3.64,11,1871.09,6
2010,926,14.0,1366,768,4.0,1024.0,1.77,16,779.99,9
23728,27324,15.6,1920,1080,64.0,1000.0,3.64,11,1951.94,6
23728,17089,14.0,1920,1080,32.0,1000.0,3.64,11,2265.6,6
26423,17089,16.0,2560,1600,32.0,1024.0,3.64,11,1599.0,5
6228,1476,13.3,3840,2160,8.0,256.0,1.36,31,718.02,0
28003,26876,18.0,2560,1600,32.0,1000.0,3.64,11,2116.93,6
28523,17089,17.3,1920,1080,64.0,4096.0,2.9,23,2569.0,6
28523,23757,15.6,2560,1440,16.0,2048.0,2.3,4,2369.0,6
7460,926,11.6,1366,768,4.0,32.0,1.27,16,346.0,0
15853,2040,14.0,1920,1080,8.0,512.0,1.63,21,589.99,6
23728,17089,16.0,2560,1600,16.0,1000.0,2.45,11,1189.9,6
2424,4,11.6,1366,768,4.0,32.0,2.17,1,180.0,0
23276,19560,15.6,1920,1080,64.0,4096.0,1.88,1,2029.0,6
9891,4253,15.6,1920,1080,32.0,1000.0,1.6,16,649.99,6
26454,7320,18.0,2560,1600,16.0,1000.0,3.64,11,2002.39,6
3108,1476,15.6,1920,1080,16.0,1024.0,1.69,16,465.0,6
13775,2690,17.3,1600,900,64.0,2048.0,1.55,16,1479.0,6
2003,4253,11.6,1366,768,4.0,64.0,1.41,4,1039.48,5
9891,2690,17.0,1920,1080,16.0,1024.0,2.95,16,604.79,6
19333,2690,14.0,1920,1080,16.0,1024.0,1.0,20,1206.12,6
48083,27324,17.3,1920,1080,64.0,2000.0,3.64,11,2582.71,6
1655,1476,15.6,1920,1080,16.0,1024.0,1.74,11,569.0,6
28906,19560,17.3,2560,1600,64.0,4096.0,1.96,1,2149.0,5
18658,7576,15.6,1920,1080,32.0,512.0,2.18,21,979.0,5
28523,23757,15.6,2560,1440,32.0,4096.0,2.3,4,2619.0,6
28003,2690,17.3,1920,1080,32.0,1024.0,2.38,16,1519.0,5
48083,23757,16.0,2560,1600,32.0,1000.0,2.45,11,1593.58,6
8185,17089,17.3,1920,1080,12.0,512.0,3.64,11,1572.87,6
8270,4253,13.3,1920,1080,16.0,2048.0,2.66,11,833.9,6
26423,2690,16.0,3840,2400,16.0,512.0,1.68,4,1063.18,6
17329,1449,15.6,1920,1080,12.0,512.0,1.89,16,719.0,6
17229,4601,16.0,3840,2160,64.0,2048.0,2.1,8,2299.0,6
23276,11706,15.6,1920,1080,32.0,1024.0,2.45,21,1095.0,5
24971,1476,14.0,1920,1080,16.0,512.0,1.98,11,1209.95,5
11027,2690,14.0,1920,1080,8.0,256.0,1.5,16,419.99,6
10779,926,14.0,1920,1080,16.0,512.0,2.73,27,667.99,5
10298,1476,15.0,1920,1080,16.0,256.0,2.09,11,998.99,5
15019,16181,15.6,1920,1080,16.0,1024.0,2.58,4,1749.0,5
26423,12961,16.0,1920,1200,8.0,512.0,1.96,11,1049.0,6
28906,19560,17.3,2560,1600,16.0,1024.0,1.8,1,1549.0,5
46110,1476,14.0,1920,1080,16.0,512.0,1.64,11,1026.88,5
46110,1042,14.0,1920,1080,16.0,512.0,1.48,16,779.0,6
15287,2690,14.0,1920,1200,16.0,2048.0,1.87,11,899.0,6
8185,12961,15.6,1920,1080,16.0,1024.0,2.08,1,1229.0,5
8473,12961,15.6,1920,1080,8.0,512.0,2.3,1,979.0,5
21525,17089,15.6,1920,1080,18.0,512.0,2.99,12,879.94,6
23656,12961,15.6,1920,1080,16.0,512.0,2.55,11,1149.0,6
29690,12961,16.0,1920,1200,8.0,512.0,1.8,4,1399.0,5
12421,4253,13.3,1920,1080,16.0,256.0,3.64,11,1222.82,6
15084,12961,15.6,1920,1080,8.0,256.0,2.15,1,699.0,5
20247,926,16.0,1920,1080,8.0,512.0,1.18,20,962.99,6
17229,4253,16.0,1920,1080,16.0,1024.0,0.46,4,2083.46,6
28523,22064,16.0,2560,1600,40.0,1024.0,3.18,4,1699.99,6
11045,2690,15.6,1920,1080,32.0,2048.0,1.75,16,1449.99,5
26423,17089,16.0,2560,1600,32.0,1024.0,2.45,23,1699.0,6
18825,2040,15.6,1920,1080,16.0,1024.0,1.77,23,799.99,6
28003,2690,14.0,1920,1200,32.0,1024.0,1.5,23,1128.95,6
17441,12961,15.6,1920,1080,16.0,512.0,2.25,23,949.0,5
8734,1476,14.0,1920,1080,16.0,256.0,1.5,21,849.0,5
10999,2,14.0,1920,1080,16.0,256.0,1.64,21,629.0,3
23062,1476,15.6,1920,1080,16.0,256.0,2.64,11,1255.74,5
48120,21775,17.3,1920,1080,64.0,1000.0,3.64,11,2585.75,6
26423,25351,17.3,2560,1440,32.0,1024.0,4.86,23,3641.99,6
19012,12961,15.6,1920,1080,16.0,1024.0,2.52,11,989.0,5
26423,12961,15.6,1920,1080,32.0,1024.0,2.31,21,1329.0,6
9737,1476,17.3,1920,1080,12.0,1024.0,2.09,16,679.0,6
23728,12961,15.6,1920,1080,16.0,512.0,3.64,11,1368.91,6
13775,2690,15.6,1920,1080,16.0,512.0,2.73,11,649.99,6
16980,1476,15.6,1920,1080,16.0,512.0,1.95,11,769.99,6
11027,4253,14.0,1920,1080,8.0,512.0,1.55,16,459.99,6
15853,2040,14.0,2240,1400,16.0,1024.0,1.55,21,879.0,6
7101,1509,15.6,1920,1080,16.0,512.0,1.9,11,1588.99,5
2350,12961,15.6,1920,1080,8.0,512.0,1.72,1,924.51,5
23062,1476,14.0,1920,1080,16.0,512.0,1.54,11,1299.99,6
2499,4253,12.5,1366,768,8.0,120.0,1.36,21,218.98,5
10779,4253,13.3,1920,1080,16.0,512.0,1.18,11,1256.53,6
2350,14124,15.6,1920,1080,16.0,512.0,2.5,1,1399.0,5
3855,2040,14.0,1366,768,16.0,1024.0,1.45,16,429.0,6
23276,12961,15.6,1920,1080,16.0,512.0,1.56,16,1199.0,6
17546,2690,16.0,1920,1200,16.0,1024.0,1.68,21,1379.0,6
6132,1476,15.6,1920,1080,8.0,256.0,1.8,1,579.0,5
295,4253,14.0,1366,768,4.0,256.0,1.91,21,179.99,6
6287,1042,14.0,1920,1080,16.0,512.0,1.59,11,1274.77,5
17441,2690,16.0,1920,1200,64.0,2048.0,2.27,11,1399.99,6
6830,4253,15.6,1920,1080,16.0,512.0,2.96,11,1045.27,6
23728,17089,17.3,1920,1080,32.0,1000.0,3.64,11,3079.29,6
26423,17089,15.6,1920,1080,16.0,512.0,2.3,1,1085.95,5
26423,23757,16.0,2560,1600,16.0,1024.0,2.4,1,1499.0,6
10936,11706,15.6,1920,1080,16.0,256.0,2.3,21,1079.0,5
15735,12961,15.6,1920,1080,16.0,1000.0,3.64,11,1672.68,6
9891,2690,14.0,1920,1080,32.0,2048.0,2.91,11,929.0,5
7646,7868,15.6,1600,1200,8.0,512.0,2.18,21,789.99,5
8473,12961,15.6,1920,1080,8.0,256.0,2.32,1,899.0,5
23728,12961,15.6,1920,1200,64.0,1000.0,3.64,11,2068.11,6
28906,19560,17.3,2560,1600,64.0,4096.0,3.03,1,2149.0,6
28003,7320,15.6,1920,1080,16.0,512.0,2.41,21,1349.0,5
26454,1818,15.6,1920,1080,12.0,512.0,1.97,16,879.99,5
23276,26876,15.6,1920,1080,16.0,1024.0,2.27,23,1227.72,6
2424,324,11.6,1366,768,32.0,32.0,1.82,1,195.0,0
26423,17089,16.0,2560,1600,48.0,1024.0,3.64,11,1649.0,5
16506,2040,15.6,1920,1080,8.0,512.0,3.64,21,599.0,5
23728,12961,17.0,1920,1200,16.0,512.0,3.64,11,2078.67,6
13144,1476,14.0,1920,1080,36.0,1024.0,1.5,21,1099.99,6
23656,12961,15.6,1920,1080,32.0,1024.0,2.53,11,1419.0,5
2350,4253,14.0,1920,1080,8.0,1024.0,2.81,25,582.77,3
19333,2690,16.0,2560,1600,32.0,1024.0,3.09,23,1974.0,6
20753,1239,15.6,3456,2160,16.0,512.0,2.09,11,1499.0,5
2502,1476,14.0,1366,768,8.0,512.0,1.9,11,276.98,5
16506,1817,15.6,1920,1080,16.0,1024.0,2.55,23,699.0,6
10346,2690,15.6,1920,1080,16.0,1024.0,1.73,16,849.99,6
28003,19560,15.6,1920,1080,16.0,1024.0,2.02,21,1399.0,6
8473,12961,15.6,1920,1080,16.0,256.0,2.31,1,899.0,5
19012,12961,15.6,1920,1080,16.0,1024.0,2.56,11,1039.0,5
26423,22459,17.3,1920,1800,32.0,1024.0,2.82,23,1495.0,6
3310,4253,11.6,1366,768,4.0,128.0,1.34,11,329.86,6
28523,22459,16.0,2560,1600,64.0,4096.0,2.45,11,2449.0,6
1417,4253,15.6,1366,768,4.0,128.0,1.7,31,351.74,5
23656,12961,17.3,1920,1080,16.0,2048.0,3.0,1,1149.99,6
9737,1476,17.3,1600,900,16.0,1024.0,2.09,16,515.0,6
20753,22459,15.6,1920,1080,16.0,512.0,3.73,23,1758.0,6
9891,2690,13.3,1920,1080,8.0,256.0,1.32,16,594.9,5
13775,2690,15.6,1920,1080,32.0,2048.0,1.62,16,1469.0,6
6650,1042,15.6,1920,1080,16.0,512.0,1.91,21,1028.58,5
9947,10075,15.6,1920,1080,16.0,1256.0,0.35,4,1595.0,5
9891,2690,14.0,1920,1080,16.0,512.0,1.4,11,669.0,6
32140,19560,16.0,1920,1200,64.0,2048.0,2.45,4,2279.0,5
17441,1476,15.6,1920,1080,16.0,4096.0,1.59,11,991.99,6
20753,17089,15.6,1920,1080,32.0,1024.0,2.32,1,1649.0,6
13554,2690,14.0,1920,1080,8.0,256.0,1.45,21,649.0,5
7460,1476,17.3,1600,900,8.0,1000.0,2.09,21,329.0,5
12012,7176,17.3,1920,1080,32.0,1024.0,2.08,21,1549.77,5
26423,17089,16.0,2560,1600,16.0,1024.0,2.7,11,1549.0,6
2502,1476,14.0,1366,768,8.0,128.0,1.55,11,239.98,5
23276,12961,16.0,2560,1600,32.0,1024.0,2.0,4,1399.99,6
2003,926,14.0,1366,768,4.0,32.0,2.95,16,501.5,0
26423,27324,16.0,2560,1600,32.0,1024.0,3.9,23,1599.99,6
10936,7868,15.6,1920,1080,8.0,512.0,2.18,4,919.0,5
3928,1476,13.4,1920,1200,16.0,2000.0,1.23,11,1258.94,6
26423,23757,17.3,2560,1440,64.0,2048.0,2.73,16,2719.0,5
178,1585,17.3,1920,1200,64.0,2048.0,2.25,21,1147.23,3
15084,12961,15.6,1920,1080,16.0,1024.0,2.15,1,879.0,5
26454,1476,14.0,1920,1080,32.0,1000.0,1.22,11,1039.49,6
4390,4253,14.0,1920,1080,20.0,1000.0,1.5,28,389.99,6
1988,324,11.6,1366,768,4.0,32.0,1.18,31,148.0,0
20753,17089,15.6,1920,1080,16.0,512.0,3.09,23,1599.99,6
19333,2690,15.6,1920,1080,16.0,1024.0,2.8,16,1109.0,6
32929,19560,16.0,2560,1600,32.0,1024.0,2.5,21,1929.99,6
29690,19560,16.0,2560,1600,32.0,1024.0,4.52,16,1749.0,6
23656,23757,15.6,1920,1080,16.0,1024.0,2.41,21,1749.0,6
15853,2040,14.0,1920,1080,8.0,64.0,1.18,1,583.0,5
48083,13772,14.0,2560,1600,32.0,2000.0,3.64,11,2707.95,6
10346,2690,15.6,1920,1080,12.0,512.0,1.91,21,999.0,5
12421,926,13.5,2256,1504,16.0,512.0,0.45,25,1527.7,6
23728,23757,15.6,1920,1080,64.0,4000.0,3.64,11,2096.32,6
17329,12961,15.6,1920,1080,16.0,512.0,2.1,1,819.0,6
1655,1476,14.0,1920,1080,8.0,128.0,1.27,4,649.99,5
12802,12961,15.6,1920,1080,8.0,256.0,3.64,11,989.55,6
23728,12961,17.0,3840,2160,16.0,512.0,3.64,11,2403.59,6
2350,4253,14.0,1920,1080,8.0,256.0,2.45,21,919.99,6
9970,2690,17.3,1920,1080,64.0,2048.0,2.18,16,1219.0,6
20753,12961,17.3,1920,1080,16.0,512.0,2.32,23,1399.0,6
17546,2690,14.0,1920,1080,16.0,1024.0,1.5,31,1409.99,6
23728,2438,15.6,1920,1080,16.0,2000.0,3.64,11,1182.26,6
1458,1476,14.0,1366,768,8.0,128.0,3.13,16,600.68,5
24268,7320,17.3,1920,1080,32.0,2048.0,2.61,1,1569.0,6
23276,17089,15.6,2880,1620,16.0,512.0,2.1,4,1279.0,6
8475,1476,13.3,1920,1080,8.0,256.0,1.2,11,525.51,6
32140,7320,15.6,1920,1080,24.0,1024.0,1.68,11,1369.0,5
17441,1476,15.6,1920,1080,16.0,256.0,2.17,11,627.95,6
15084,12961,15.6,1920,1080,8.0,256.0,2.15,1,699.0,6
10779,4253,14.4,2560,1600,16.0,512.0,1.67,25,1388.99,5
387,926,13.3,1920,1080,8.0,128.0,1.2,11,999.99,5
6256,1476,14.0,1920,1080,16.0,512.0,1.4,11,900.0,5
2003,1476,15.6,1920,1080,4.0,64.0,1.59,1,339.33,0
6132,1476,14.0,1920,1080,20.0,1024.0,1.5,21,405.0,6
21525,2690,13.4,1920,1200,16.0,512.0,1.14,4,1148.64,6
17441,1476,15.6,1920,1080,32.0,1024.0,1.7,11,649.0,6
10936,18796,17.3,1920,1080,16.0,512.0,2.75,29,3076.16,5
3919,1476,13.3,1920,1080,4.0,64.0,2.26,21,399.0,0
15853,2040,15.6,1920,1080,8.0,512.0,1.77,1,570.22,5
2950,2690,14.0,2240,1400,16.0,512.0,2.32,21,535.99,6
18462,4601,15.6,1920,1080,16.0,1024.0,1.64,11,1009.0,6
12421,2690,17.0,2560,1600,32.0,2048.0,1.45,20,1396.99,6
26423,17089,17.3,1920,1080,64.0,2048.0,2.6,23,1999.99,6
6226,926,14.0,1920,1080,8.0,256.0,2.27,11,249.99,5
2695,1476,14.0,1366,768,4.0,320.0,2.49,16,188.98,5
17329,4253,13.3,1920,1080,8.0,256.0,0.86,31,838.05,6
28906,19560,17.3,2560,1600,32.0,1024.0,3.0,1,1649.0,6
9891,2690,15.6,1366,768,16.0,1024.0,5.89,11,944.27,5
15084,2040,14.0,1920,1200,32.0,2048.0,3.86,11,1099.0,5
9891,2690,15.6,1920,1080,8.0,512.0,1.82,4,639.99,5
23728,23757,17.3,2560,1440,32.0,1000.0,3.64,11,2815.44,6
16162,17089,16.0,1920,1080,64.0,2048.0,2.45,1,1949.0,5
15287,4601,15.6,1920,1080,32.0,1024.0,2.06,16,1139.0,6
6228,1042,3.0,1920,1080,8.0,256.0,1.68,21,499.0,5
3122,12961,17.0,1920,1200,32.0,1024.0,2.32,11,1754.36,6
23276,7320,15.6,1920,1080,16.0,512.0,1.86,23,1199.0,6
48083,23757,17.3,1920,1080,32.0,512.0,3.64,11,2218.44,6
1628,2040,15.6,1920,1080,8.0,256.0,1.86,16,502.95,5
26454,12961,15.6,1920,1080,16.0,2048.0,1.8,4,1529.99,6
26423,17089,17.3,1920,1080,16.0,2048.0,2.82,23,1759.99,5
4693,926,13.5,3840,2160,8.0,128.0,2.24,25,552.2,5
15084,2690,15.6,1920,1080,12.0,256.0,1.65,21,478.99,10
8185,12961,15.6,1920,1080,16.0,512.0,2.3,1,1119.0,5
44977,19560,15.6,1920,1080,32.0,1024.0,2.15,11,1929.0,6
10346,2690,15.6,1920,1080,16.0,1024.0,2.01,16,909.0,5
10346,2690,15.6,1920,1080,8.0,512.0,1.86,11,1005.29,5
28085,12961,15.6,1920,1200,16.0,2048.0,2.05,8,3599.0,6
29690,5051,18.0,1920,1200,32.0,1000.0,3.64,11,2357.24,6
7460,1476,15.6,1366,768,12.0,256.0,2.18,16,462.0,5
28003,26876,16.0,2560,1600,16.0,1024.0,2.6,12,1699.0,6
12802,2690,14.0,1920,1080,16.0,256.0,2.52,21,987.99,6
32744,13772,16.0,3840,2400,64.0,4096.0,2.17,21,2559.0,5
6403,2690,15.6,1920,1080,32.0,1024.0,1.82,11,1698.44,5
19333,4253,16.0,1920,1080,16.0,1024.0,1.18,20,1266.71,3
17229,12961,14.0,2240,1440,16.0,4096.0,1.4,1,1669.0,5
10346,2690,14.0,1920,1080,16.0,512.0,1.23,1,615.0,8
20732,6608,15.6,1920,1200,16.0,512.0,1.54,11,1849.99,5
13554,4253,16.0,1920,1200,32.0,1000.0,1.86,11,899.99,6
23276,3397,15.6,1920,1080,4.0,512.0,2.3,21,729.0,9
29690,296,16.0,3840,2160,16.0,1024.0,2.73,4,1399.99,6
21525,2690,14.5,2880,1800,8.0,512.0,1.63,4,946.24,6
28523,22459,16.0,2560,1600,64.0,2048.0,2.45,11,2319.0,6
24268,7320,17.3,1920,1080,32.0,2048.0,3.0,1,1569.0,6
34306,38874,16.0,1920,1200,32.0,2000.0,3.64,11,3562.55,6
9891,2690,15.6,1920,1080,8.0,512.0,3.33,4,569.0,5
13004,4253,13.3,1920,1080,8.0,256.0,3.03,11,879.99,6
17441,926,12.0,1366,768,16.0,256.0,2.72,11,715.99,5
2192,1476,14.0,1366,768,16.0,128.0,1.81,11,246.98,5
8473,12961,15.6,1920,1080,16.0,512.0,2.3,1,1019.0,6
32140,7320,15.6,1920,1080,64.0,4096.0,1.58,11,1919.0,5
387,1042,12.3,1920,1080,16.0,512.0,0.86,11,468.0,5
12802,12961,14.0,1920,1080,16.0,1000.0,3.64,11,1510.86,6
1556,4253,11.6,1366,768,4.0,64.0,1.77,14,179.0,5
2010,1476,14.0,1920,1080,64.0,1000.0,1.38,11,1298.21,6
13775,2690,17.3,1600,900,16.0,1024.0,2.09,16,1249.99,6
2192,1476,14.0,1366,768,8.0,256.0,1.82,11,232.98,5
3919,1476,13.3,1920,1080,8.0,128.0,1.75,31,589.99,0
8185,17089,15.6,1920,1080,16.0,1000.0,2.52,11,1417.2,6
13775,6020,16.0,1920,1200,32.0,1024.0,3.64,11,1589.0,6
13554,2690,14.0,1920,1200,16.0,512.0,1.5,21,799.99,6
11027,1476,15.6,1920,1080,8.0,1024.0,1.7,4,519.99,5
24971,1476,13.3,1920,1080,16.0,256.0,1.13,11,733.42,5
17329,12961,15.6,1920,1080,32.0,1024.0,2.1,1,909.0,6
24971,1476,13.3,1920,1080,32.0,1000.0,1.19,11,923.99,5
23728,12961,14.0,1920,1080,16.0,1000.0,3.64,11,1642.33,6
23728,17089,15.6,2560,1440,16.0,4000.0,3.64,11,2228.25,6
1108,926,11.6,1366,768,4.0,32.0,1.26,1,219.99,0
26454,1476,13.3,1920,1080,16.0,512.0,1.2,11,823.5,6
6228,1476,3.0,1366,768,8.0,256.0,1.91,21,799.99,5
15853,2040,15.6,1920,1080,20.0,1024.0,1.86,16,1149.0,5
23276,7576,17.0,1920,1200,16.0,1024.0,2.5,11,3081.45,5
26423,12961,16.0,3072,1920,16.0,512.0,2.05,11,1339.0,5
12802,13772,16.0,1920,1200,16.0,512.0,2.61,11,1143.44,6
23276,19560,15.6,1920,1080,16.0,1024.0,2.5,1,1429.0,5
10346,2690,13.5,2256,1504,8.0,1024.0,1.18,1,899.0,6
15287,4253,14.0,2560,1600,16.0,512.0,1.0,4,1910.99,6
19012,12961,15.6,1920,1080,32.0,1024.0,1.8,11,1139.0,5
16980,2690,14.0,1920,1080,8.0,256.0,2.6,16,599.49,6
24971,1476,14.0,1920,1080,8.0,1000.0,1.38,11,805.02,5
6132,1476,14.0,1366,768,24.0,1024.0,1.69,4,509.0,6
23276,19560,15.6,1920,1080,8.0,512.0,2.0,23,1149.0,5
10641,1476,14.0,1920,1080,8.0,256.0,1.36,11,1069.11,5
15287,12961,17.3,1920,1080,64.0,4096.0,2.5,16,2129.0,5
2443,22459,15.6,1920,1080,32.0,1000.0,3.64,11,2147.41,5
28906,19560,17.3,2560,1600,64.0,4096.0,2.41,1,2149.0,5
658,4253,11.6,1366,768,4.0,32.0,1.18,4,289.9,0
10936,7868,15.6,3840,2160,16.0,1024.0,2.5,11,1999.0,5
9891,2690,12.4,1366,768,8.0,256.0,1.11,25,468.5,5
26423,12961,16.0,3072,1920,16.0,1024.0,2.05,11,1399.0,5
26423,12961,15.6,1920,1200,16.0,512.0,2.84,11,1847.99,6
23728,27324,15.6,1920,1080,32.0,512.0,3.64,11,1799.48,6
17441,112,14.0,1366,768,8.0,256.0,3.07,21,334.98,5
32929,19560,16.0,2560,1600,24.0,2048.0,2.5,21,2019.0,5
3122,22459,15.6,1920,1080,32.0,1000.0,2.43,11,2133.55,6
26454,12961,15.6,1920,1080,16.0,512.0,2.5,4,1088.88,6
6132,1476,15.6,1920,1080,20.0,1024.0,1.73,4,499.0,5
19333,2690,16.0,2560,1600,32.0,2048.0,2.09,23,1999.0,6
23276,2690,16.0,1920,1200,16.0,512.0,2.05,21,939.49,6
6228,1476,13.3,3840,2160,8.0,256.0,1.04,31,628.0,0
26423,12961,16.0,1920,1200,8.0,1024.0,1.96,11,1159.0,5
23896,17089,15.6,2560,1440,16.0,512.0,1.9,4,1649.0,6
2443,9100,17.3,1920,1080,16.0,512.0,2.73,23,1499.99,5
2877,4253,14.0,1920,1080,4.0,128.0,1.27,4,315.24,3
17441,1449,17.3,1600,900,12.0,256.0,2.4,16,899.0,5
26454,7320,16.0,2560,1600,16.0,512.0,3.64,11,1922.0,6
14596,2690,16.0,2560,1600,16.0,512.0,1.2,20,1046.71,6
26423,17089,15.6,1920,1080,24.0,2048.0,1.47,11,1729.0,6
8473,12961,15.6,1920,1080,32.0,1024.0,1.73,1,1159.0,5
10346,2690,15.6,1920,1080,12.0,512.0,2.0,21,629.0,5
16980,2690,14.0,2240,1400,8.0,2048.0,1.55,21,979.99,5
9891,2690,15.6,1920,1080,32.0,1024.0,1.7,21,1139.99,6
15287,2690,13.5,1920,1280,16.0,1024.0,2.35,16,1309.0,6
24268,7320,17.3,1920,1080,64.0,1024.0,3.0,1,1649.0,6
8185,25351,17.3,1920,1080,64.0,2000.0,3.64,11,2598.74,6
26423,17089,15.6,1920,1080,32.0,2048.0,2.25,23,1799.99,5
13775,2690,15.6,1920,1080,16.0,1024.0,1.58,4,829.0,5
10779,926,14.0,1920,1080,8.0,128.0,0.91,27,650.0,5
15287,2690,15.6,1920,1080,16.0,256.0,1.59,31,899.99,6
2736,751,10.1,1920,1200,16.0,256.0,1.59,27,679.95,5
23276,4253,15.6,1920,1080,32.0,1000.0,1.59,11,1204.65,6
23062,1476,13.3,1920,1080,16.0,256.0,3.64,11,1499.99,6
17229,17089,15.6,1920,1080,16.0,512.0,1.82,23,1349.0,5
9891,4253,15.6,1920,1080,32.0,1000.0,1.66,11,589.99,6
28003,2690,14.0,1920,1200,16.0,1024.0,1.76,1,1259.0,6
37546,19560,15.6,1920,1080,32.0,1024.0,1.86,23,1018.49,6
3855,891,14.0,1366,768,16.0,1024.0,1.5,16,489.0,5
15084,2040,15.0,1366,768,32.0,1024.0,3.09,16,699.0,6
26423,10181,15.6,1920,1080,64.0,2048.0,2.41,21,1599.0,6
13554,4253,15.6,1920,1080,16.0,1000.0,1.73,28,879.99,6
1417,4253,14.0,1366,768,16.0,64.0,1.47,16,389.99,6
12421,17089,15.6,1920,1080,16.0,512.0,3.64,11,1382.77,5
2304,4253,14.0,1920,1080,8.0,128.0,3.41,11,953.6,5
29690,4253,16.0,3200,2000,32.0,1024.0,3.18,4,1699.99,6
9891,1971,15.6,2560,1600,8.0,256.0,1.55,31,481.16,5
2999,4253,14.0,1366,768,16.0,256.0,1.5,16,196.53,5
13144,2040,14.0,1920,1080,8.0,512.0,1.41,21,579.0,6
17329,12961,15.6,1920,1080,16.0,512.0,2.1,1,769.0,5
